goal,target,indicator,seriesdescription,geoareacode,geoareaname,timeperiodstart,value
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2021,8
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2021,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2023,12
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2023,24
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2023,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),154,Northern Europe,2023,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),578,Norway,2023,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),578,Norway,2023,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),578,Norway,2023,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),9,Oceania,2023,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),9,Oceania,2023,8
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),586,Pakistan,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),604,Peru,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),604,Peru,2020,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),608,Philippines,2023,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),608,Philippines,2023,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),608,Philippines,2023,41
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),608,Philippines,2023,31
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),616,Poland,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),410,Republic of Korea,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),642,Romania,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),662,Saint Lucia,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),662,Saint Lucia,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),686,Senegal,2020,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),688,Serbia,2022,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),688,Serbia,2022,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),688,Serbia,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),702,Singapore,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),702,Singapore,2020,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),703,Slovakia,2021,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),703,Slovakia,2021,8
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),703,Slovakia,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),703,Slovakia,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),705,Slovenia,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2019,4
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2020,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2020,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),722,Small island developing States (SIDS),2020,4
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),710,South Africa,2023,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),710,South Africa,2023,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),710,South Africa,2023,13
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),5,South America,2019,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),5,South America,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),5,South America,2020,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),5,South America,2020,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),5,South America,2021,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2020,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2020,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2021,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2023,41
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2023,33
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2023,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),35,South-Eastern Asia,2023,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),18,Southern Africa,2023,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),18,Southern Africa,2023,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),18,Southern Africa,2023,13
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),34,Southern Asia,2019,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),34,Southern Asia,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),34,Southern Asia,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),34,Southern Asia,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),39,Southern Europe,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),39,Southern Europe,2021,4
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),39,Southern Europe,2021,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),39,Southern Europe,2022,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),39,Southern Europe,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),39,Southern Europe,2022,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),144,Sri Lanka,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2019,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2020,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2021,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2023,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2023,15
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),202,Sub-Saharan Africa,2023,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),752,Sweden,2023,12
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),752,Sweden,2023,15
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),752,Sweden,2023,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),752,Sweden,2023,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),756,Switzerland,2023,6
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),756,Switzerland,2023,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),764,Thailand,2021,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),788,Tunisia,2021,4
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),792,Türkiye,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),792,Türkiye,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),804,Ukraine,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),784,United Arab Emirates,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),826,United Kingdom of Great Britain and Northern Ireland,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),826,United Kingdom of Great Britain and Northern Ireland,2021,8
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),826,United Kingdom of Great Britain and Northern Ireland,2021,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),826,United Kingdom of Great Britain and Northern Ireland,2021,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),840,United States of America,2023,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),840,United States of America,2023,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),840,United States of America,2023,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),11,Western Africa,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),11,Western Africa,2019,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),11,Western Africa,2019,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),11,Western Africa,2020,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),11,Western Africa,2023,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),145,Western Asia,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),145,Western Asia,2021,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),145,Western Asia,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),145,Western Asia,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2020,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2021,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2021,9
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2021,28
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2021,28
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2023,8
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),155,Western Europe,2023,10
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2019,3
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2019,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2019,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2019,21
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2020,39
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2020,2
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2020,12
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2020,21
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2021,25
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2021,30
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2021,17
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2021,62
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2022,10
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2022,1
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2022,4
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2022,5
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2023,83
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2023,39
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2023,19
['12'],['12.1'],['12.1.1'],Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO),1,World,2023,112
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",2,Africa,2019,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",2,Africa,2020,5
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",2,Africa,2021,10
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",2,Africa,2023,21
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",8,Albania,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",19,Americas,2019,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",19,Americas,2020,48
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",19,Americas,2021,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",19,Americas,2022,12
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",19,Americas,2023,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",32,Argentina,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",142,Asia,2019,14
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",142,Asia,2020,10
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",142,Asia,2021,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",142,Asia,2022,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",142,Asia,2023,89
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",36,Australia,2023,14
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",53,Australia and New Zealand,2023,14
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",52,Barbados,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",56,Belgium,2021,34
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",64,Bhutan,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",100,Bulgaria,2021,15
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",116,Cambodia,2023,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",29,Caribbean,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",29,Caribbean,2020,10
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",13,Central America,2019,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",13,Central America,2020,28
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",13,Central America,2022,12
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",62,Central and Southern Asia,2019,8
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",62,Central and Southern Asia,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",148,Chad,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",152,Chile,2021,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",156,China,2019,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",170,Colombia,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",188,Costa Rica,2022,12
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",384,Côte d'Ivoire,2019,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",191,Croatia,2021,5
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",192,Cuba,2020,8
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",203,Czechia,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",180,Democratic Republic of the Congo,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",14,Eastern Africa,2023,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",753,Eastern and South-Eastern Asia,2019,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",753,Eastern and South-Eastern Asia,2020,9
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",753,Eastern and South-Eastern Asia,2021,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",753,Eastern and South-Eastern Asia,2023,89
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",30,Eastern Asia,2019,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",151,Eastern Europe,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",151,Eastern Europe,2020,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",151,Eastern Europe,2021,29
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",151,Eastern Europe,2023,51
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",218,Ecuador,2020,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",222,El Salvador,2019,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",150,Europe,2019,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",150,Europe,2020,11
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",150,Europe,2021,115
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",150,Europe,2022,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",150,Europe,2023,123
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",513,Europe and Northern America,2019,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",513,Europe and Northern America,2020,11
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",513,Europe and Northern America,2021,115
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",513,Europe and Northern America,2022,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",513,Europe and Northern America,2023,129
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",246,Finland,2020,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",250,France,2023,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",276,Germany,2021,33
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",320,Guatemala,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",340,Honduras,2020,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",348,Hungary,2023,51
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",356,India,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",360,Indonesia,2020,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",400,Jordan,2021,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",432,Landlocked developing countries (LLDCs),2019,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",432,Landlocked developing countries (LLDCs),2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",432,Landlocked developing countries (LLDCs),2023,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",418,Lao People's Democratic Republic,2023,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",419,Latin America and the Caribbean,2019,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",419,Latin America and the Caribbean,2020,48
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",419,Latin America and the Caribbean,2021,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",419,Latin America and the Caribbean,2022,12
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",428,Latvia,2020,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",199,Least Developed Countries (LDCs),2020,5
