Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Sex;Units;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;FEMALE;PER_100000_EMP;;;;;;;;;;0.83;0.86;0;0.9;0.86;0.96;0.88;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;MALE;PER_100000_EMP;;;;;;;;;;9.16;9.83;12.12;8.75;7.58;6.56;0.86;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;BOTHSEX;PER_100000_EMP;;;;;;;;;;4.41;4.63;5.34;3.15;3.64;2.16;0.76;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;FEMALE;PER_100000_EMP;;;;;;;;;;0.66;0.7;0.92;0.64;0.65;0.71;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;MALE;PER_100000_EMP;;;;;;;;;;6.94;7.36;8.1;4.95;5.8;3.14;1.38;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.96;2.21;2.8;2.36;1.66;1.64;0.17;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;FEMALE;PER_100000_EMP;;;;;;;;;;0.46;0.5;0.47;0.32;0.32;0.28;0.02;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);250;France;MALE;PER_100000_EMP;;;;;;;;;;3.33;3.91;4.82;4.39;3.02;2.76;0.32;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);254;French Guiana;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;3;3;3;2.73;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;6;6;5;4.9;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;3;0;2.65;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);268;Georgia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;6;0;4.76;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.06;1.2;1.18;1.19;0.99;1.1;0.97;0.96;0.89;0.78;0.79;0.73;0.84;0.69;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;FEMALE;PER_100000_EMP;;;;;;;;;;0.14;0.15;0.09;0.21;0.08;0.16;0.13;;;;;;;0.11;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;MALE;PER_100000_EMP;;;;;;;;;;1.78;2.12;2.16;2.07;1.82;1.96;1.73;;;;;;;1.23;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;BOTHSEX;PER_100000_EMP;;;;;;;;;;0.71;0.9;0.44;0.7;1.15;0.86;0.68;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;FEMALE;PER_100000_EMP;;;;;;;;;;0.26;0;0;0.26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;MALE;PER_100000_EMP;;;;;;;;;;1.04;1.65;0.82;1.06;2.07;1.52;1.2;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;BOTHSEX;PER_100000_EMP;;;;;;;;;;0.41;0.54;0.54;0.46;0.49;0.56;0.4;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0.22;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;MALE;PER_100000_EMP;;;;;;;;;;0.65;0.91;0.93;0.8;0.85;0.81;0.68;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.09;1.22;1.21;1.21;0.98;1.11;0.98;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;FEMALE;PER_100000_EMP;;;;;;;;;;0.13;0.16;0.1;0.2;0.09;0.16;0.14;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);276;Germany;MALE;PER_100000_EMP;;;;;;;;;;1.85;2.15;2.23;2.14;1.82;1.99;1.77;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;BOTHSEX;PER_100000_EMP;4.1;5.9;5.3;5.43;;;;;;0.73;0.75;0.88;0.72;0.65;0.79;1.19;1.25;1.22;0.97;0.92;0.88;0.58;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;FEMALE;PER_100000_EMP;;;;;;;;;;0.22;0.23;0;0;0;0.14;0;0.45;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;MALE;PER_100000_EMP;;;;;;;;;;1.07;1.1;1.47;1.21;1.11;1.26;2.19;1.83;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;3.56;4.01;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;7.97;8.58;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;BOTHSEX;PER_100000_EMP;;;;;;;;;;4.24;4.4;0.69;2.57;0.99;3.67;4.61;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;FEMALE;PER_100000_EMP;;;;;;;;;;1.74;1.72;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;MALE;PER_100000_EMP;;;;;;;;;;5.43;5.77;1.05;4.08;1.59;6.03;8.28;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;BOTHSEX;PER_100000_EMP;;;;;;;;;;0.44;0.45;0.91;0.55;0.58;0.61;1;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;FEMALE;PER_100000_EMP;;;;;;;;;;0.12;0.12;0;0;0;0.15;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);300;Greece;MALE;PER_100000_EMP;;;;;;;;;;0.66;0.68;1.53;0.92;0.99;0.95;1.85;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);312;Guadeloupe;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;6.75;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0.19;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);320;Guatemala;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0.19;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;BOTHSEX;PER_100000_EMP;3.98;3.21;4.21;3.39;4.1;3.2;3.13;3.01;2.99;2.67;2.74;2.44;1.73;1.42;2.25;2.29;1.8;2.01;1.97;2.09;1.39;1.81;1.45;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;FEMALE;PER_100000_EMP;;0.52;0.8;0.23;0.5;0.22;0.44;0.11;0.51;0.4;0.41;0.24;0.22;0.11;0.23;0.45;0.2;;;;0.19;0.23;0.15;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;MALE;PER_100000_EMP;;5.39;7.05;6.07;7.13;5.72;5.38;5.41;5.07;4.6;4.8;4.69;3.03;2.54;4.07;3.93;3.2;;;;2.44;3.19;1.3;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;BOTHSEX;PER_100000_EMP;;;;;;;;;;7.86;9.38;10.67;23.22;0;12.35;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;27.14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;MALE;PER_100000_EMP;;;;;;;;;;13.66;20.78;21.89;20.29;0;20.51;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0.04;0.09;0.09;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0;0.02;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;0.08;0.06;0.11;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;BOTHSEX;PER_100000_EMP;;;;;;;;;;22.78;24.71;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;MALE;PER_100000_EMP;;;;;;;;;;43.07;38.42;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;BOTHSEX;PER_100000_EMP;;;;;;;;;;2.59;2.65;2.4;1.64;1.43;2.21;2.3;;;;;1.35;1.73;1.36;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;FEMALE;PER_100000_EMP;;;;;;;;;;0.41;0.41;0.24;0.11;0.11;0.23;0.45;;;;;0.19;0.09;0.15;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);348;Hungary;MALE;PER_100000_EMP;;;;;;;;;;4.44;4.63;4.61;2.95;2.56;4;3.96;;;;;2.36;1.64;1.19;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);352;Iceland;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;0;0;0;1.14;1.09;2.1;1.03;1.51;0.99;1.54;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);356;India;BOTHSEX;PER_100000_EMP;51;77.9;87.8;82.5;89.3;133.4;98.3;116.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;BOTHSEX;PER_100000_EMP;4.2;3.8;3;3.2;2.5;3.3;2.2;2.8;2.5;2.09;2.16;2.76;2.23;2.07;2.46;2.46;2.14;1.87;1.51;1.77;1.79;1.42;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;FEMALE;PER_100000_EMP;;;;;;;;;;0.23;0.23;0.23;0;0;0.23;0.23;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;MALE;PER_100000_EMP;;;;;;;;;;3.66;3.84;4.96;4.18;3.84;4.33;4.34;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.19;1.31;4.54;1.26;3.04;1.16;1.14;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;MALE;PER_100000_EMP;;;;;;;;;;2.22;2.46;8.52;2.37;5.64;2.14;2.1;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;BOTHSEX;PER_100000_EMP;;;;;;;;;;1.61;1.71;1.69;1.83;1.9;0;1.98;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;MALE;PER_100000_EMP;;;;;;;;;;2.8;3.04;2.97;3.26;3.27;0;3.34;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;BOTHSEX;PER_100000_EMP;;;;;;;;;;2.09;2.15;2.66;2.36;1.99;2.62;2.75;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;FEMALE;PER_100000_EMP;;;;;;;;;;0.27;0.27;0.27;0;0;0.26;0.26;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);372;Ireland;MALE;PER_100000_EMP;;;;;;;;;;3.65;3.8;4.77;4.43;3.69;4.62;4.86;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);833;Isle of Man;BOTHSEX;PER_100000_EMP;6;5;0;0;0;3;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);376;Israel;BOTHSEX;PER_100000_EMP;4.3;4.2;3.83;3.6;3.3;3;3;2.6;3.39;1.7;2.03;2.42;2.06;;1.99;1.73;1.44;1.21;1.67;1.97;1.39;;1.11;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);376;Israel;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;;0;0.06;;;;;0.05;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);376;Israel;MALE;PER_100000_EMP;;;;;;;;;;3.37;4.04;4.78;4.01;;3.9;3.33;;;;;2.81;;2.32;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;BOTHSEX;PER_100000_EMP;7;6;5;5;5;5;5;4;4;3.01;3.02;2.71;2.64;2.31;2.34;2.42;2.11;2.1;2.25;2.1;3.39;2.66;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;FEMALE;PER_100000_EMP;;;;;;;;;;0.26;0.26;0.39;0.31;0.39;0.33;0.31;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;MALE;PER_100000_EMP;;;;;;;;;;4.83;4.88;4.27;4.28;3.67;3.79;3.93;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);380;Italy;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);392;Japan;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;2;2;2;1.4;1.34;1.54;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);400;Jordan;BOTHSEX;PER_100000_EMP;;9.16;11.77;14.99;10.01;10.64;13.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);398;Kazakhstan;BOTHSEX;PER_100000_EMP;11.3;9.7;10.7;9.3;10.4;10.3;11.3;8.7;8.2;7.46;7.63;;;5.91;;5;;4.3;;;;;;;;;;;;;;;;;;;;;;
